Date,Price Change
11/18/2016,0.0259227
11/21/2016,0.0017131
11/22/2016,-0.0076956
11/23/2016,0.0155106
11/25/2016,0.006364
11/28/2016,-0.0219224
11/29/2016,-0.0077586
11/30/2016,0.0286707
12/1/2016,0.0308277
12/2/2016,-0.0208931
12/5/2016,-0.0012552
12/6/2016,0.0037704
12/7/2016,-0.0204508
12/8/2016,0.017043
12/9/2016,0.0322581
12/12/2016,0.0060877
12/13/2016,0.0008068
12/14/2016,0.0177348
12/15/2016,0.0217822
12/16/2016,0.0065891
12/19/2016,-0.0211783
12/20/2016,0.0102282
12/21/2016,-0.008567
12/22/2016,0.0027494
12/23/2016,-0.003917
12/27/2016,0.0078647
12/28/2016,-0.0222396
12/29/2016,-0.0115722
12/30/2016,-0.0125151
1/3/2017,0.0016353
1/4/2017,0.0008163
1/5/2017,-0.0342577
1/6/2017,0.0211149
1/9/2017,-0.0173697
1/10/2017,0.0012626
1/11/2017,-0.0037831
1/12/2017,-0.0037975
1/13/2017,0.0080474
1/17/2017,-0.0222689
1/18/2017,0.0266437
1/19/2017,0.029301
1/20/2017,0.0032534
1/23/2017,-0.0259424
1/24/2017,0.028298
1/25/2017,0.0210441
1/26/2017,-0.0059453
1/27/2017,-0.0107656
1/30/2017,0.0008061
1/31/2017,-0.0128876
2/1/2017,0.0093839
2/2/2017,-0.0016168
2/3/2017,0.008502
2/6/2017,-0.0313127
2/7/2017,-0.0099461
2/8/2017,-0.0159062
2/9/2017,0.0187154
2/10/2017,0.0058455
2/13/2017,0.0103778
2/14/2017,0.0147905
2/15/2017,0.0129555
2/16/2017,-0.0207834
2/17/2017,-0.0102041
2/21/2017,0.0008247
2/22/2017,-0.0037083
2/23/2017,-0.0124069
2/24/2017,-0.029732
2/27/2017,0.0224428
2/28/2017,-0.0046433
3/1/2017,0.0445293
3/2/2017,0.0105562
3/3/2017,0.0012053
3/6/2017,0.0008026
3/7/2017,0.0068164
3/8/2017,0.0163282
3/9/2017,0.0180251
3/10/2017,-0.0061586
3/13/2017,0.0100697
3/14/2017,-0.0049847
3/15/2017,-0.033526
3/16/2017,0.0055821
3/17/2017,-0.0083267
3/20/2017,-0.0111955
3/21/2017,-0.0149616
3/22/2017,-0.0164204
3/23/2017,0.009182
3/24/2017,-0.0074442
3/27/2017,-0.01125
3/28/2017,0.0151707
3/29/2017,-0.0095475
3/30/2017,0.0125733
3/31/2017,-0.0082781
4/3/2017,-0.0191987
4/4/2017,0
4/5/2017,0.0029787
4/6/2017,-0.0059398
4/7/2017,0.0128041
4/10/2017,-0.0050569
4/11/2017,-0.0266836
4/12/2017,-0.0008703
4/13/2017,-0.0278746
4/17/2017,0.0089606
4/18/2017,-0.0324156
4/19/2017,0.0105553
4/20/2017,0.0177112
4/21/2017,-0.0017849
4/24/2017,0.016093
4/25/2017,0.0237571
4/26/2017,-0.0068758
4/27/2017,-0.0064907
4/28/2017,-0.0060976
5/1/2017,0.0188431
5/2/2017,-0.0124731
5/3/2017,0.005662
5/4/2017,0.0203551
5/5/2017,-0.0016978
5/8/2017,0.0102041
5/9/2017,0.0130471
5/10/2017,0.0029082
5/11/2017,-0.0057995
5/12/2017,-0.0270833
5/15/2017,0.0012848
5/16/2017,-0.0038494
5/17/2017,-0.0485187
5/18/2017,0.0076715
5/19/2017,0.0053739
5/22/2017,0.0040089
5/23/2017,0.0137533
5/24/2017,-0.0083151
5/25/2017,-0.0048544
5/26/2017,-0.0022173
5/30/2017,-0.0146667
5/31/2017,-0.0094723
6/1/2017,0.0095628
6/2/2017,-0.0261615
6/5/2017,0.0106531
6/6/2017,-0.0160403
6/7/2017,0.0144388
6/8/2017,0.0073462
6/9/2017,0.0022789
6/12/2017,0.0063665
6/13/2017,-0.0027113
6/14/2017,-0.0312642
6/15/2017,0.0112254
6/16/2017,-0.0023127
6/19/2017,0.015299
6/20/2017,-0.016895
6/21/2017,0.0009289
6/22/2017,-0.0009281
6/23/2017,-0.0041802
6/26/2017,-0.0032649
6/27/2017,0.0285447
6/28/2017,0.0104641
6/29/2017,0.0207114
6/30/2017,0.0154389
7/3/2017,0.0191138
7/5/2017,-0.0051151
7/6/2017,0.0154242
7/7/2017,0.0097046
7/10/2017,-0.0091935
7/11/2017,-0.0037959
7/12/2017,-0.014818
7/13/2017,0.0090245
7/14/2017,-0.0123509
7/17/2017,-0.0043122
7/18/2017,-0.019922
7/19/2017,0.0022095
7/20/2017,-0.0008818
7/21/2017,-0.0150044
7/24/2017,0.0098566
7/25/2017,0.0319432
7/26/2017,-0.0189166
7/27/2017,0.0122699
7/28/2017,-0.0090909
7/31/2017,0.0013106
8/1/2017,-0.0178883
8/2/2017,0.0048867
8/3/2017,-0.0150309
8/4/2017,0.0175045
8/7/2017,-0.0044111
8/8/2017,0.0115197
8/9/2017,-0.0183968
8/10/2017,-0.0129407
8/11/2017,-0.0103978
8/14/2017,0.0137049
8/15/2017,0.0211807
8/16/2017,-0.0176523
8/17/2017,-0.0121294
8/18/2017,-0.0022738
8/21/2017,-0.006381
8/22/2017,0.016055
8/23/2017,-0.0198646
8/24/2017,0.0105942
8/25/2017,-0.0113947
8/28/2017,-0.0046104
8/29/2017,-0.0106531
8/30/2017,0.0032772
8/31/2017,-0.010266
9/1/2017,0.0169731
9/5/2017,-0.0403338
9/6/2017,0.0183575
9/7/2017,-0.022296
9/8/2017,0
9/11/2017,0.0310529
9/12/2017,0.0216471
9/13/2017,0.0110548
9/14/2017,0.0009112
9/15/2017,0.0022758
9/18/2017,0.0122616
9/19/2017,0.0062808
9/20/2017,0.0151583
9/21/2017,0.0004392
9/22/2017,-0.0070237
9/25/2017,-0.0185676
9/26/2017,0.0040541
9/27/2017,0.0358905
9/28/2017,0
9/29/2017,0.0073625
10/2/2017,0.0047291
10/3/2017,-0.0012837
10/4/2017,-0.0017138
10/5/2017,0.0085837
10/6/2017,0.0085106
10/9/2017,-0.0037975
10/10/2017,-0.0067768
10/11/2017,0
10/12/2017,-0.0093817
10/13/2017,-0.0185105
10/16/2017,0.0118421
10/17/2017,-0.0039012
10/18/2017,0.0178416
10/19/2017,-0.0076956
10/20/2017,0.0258509
10/23/2017,-0.0021
10/24/2017,0.0126263
10/25/2017,0.0157938
10/26/2017,0.0032733
10/27/2017,-0.0097879
10/30/2017,-0.023888
10/31/2017,0.0025316
11/1/2017,0
11/2/2017,-0.0122054
11/3/2017,-0.0017043
11/6/2017,-0.0098165
11/7/2017,-0.0056034
11/8/2017,0.0078023
11/9/2017,0.0025806
11/10/2017,0.029601
11/13/2017,0
11/14/2017,-0.0079167
11/15/2017,-0.0193196
11/16/2017,0.0111349
11/17/2017,-0.0029648
11/20/2017,0.0076466
11/21/2017,-0.0037943
11/22/2017,-0.0173508
11/24/2017,0.0077519
11/27/2017,-0.0051282
11/28/2017,0.0042955
11/29/2017,0.0162532
11/30/2017,0.0172559
12/1/2017,-0.0227555
12/4/2017,0.0071973
12/5/2017,-0.0096679
12/6/2017,-0.0110357
12/7/2017,0.0197425
12/8/2017,0.0029461
12/11/2017,0.0008393
12/12/2017,0.0075472
12/13/2017,-0.0224719
12/14/2017,-0.0012771
12/15/2017,0.0038363
12/18/2017,0.0157113
12/19/2017,0.0296823
12/20/2017,0.0138043
12/21/2017,-0.0064077
12/22/2017,0.0016123
12/26/2017,-0.0072435
12/27/2017,-0.0214836
12/28/2017,0.0074565
12/29/2017,-0.011102
1/2/2018,0.024948
1/3/2018,-0.0073022
1/4/2018,0.002452
1/5/2018,0.0093763
1/8/2018,0.0016155
1/9/2018,0.0266129
1/10/2018,0.0015711
1/11/2018,-0.007451
1/12/2018,0.0082971
1/16/2018,-0.0031348
1/17/2018,0.0133648
1/18/2018,0.0128006
1/19/2018,0.0099579
1/22/2018,0.0106181
1/23/2018,-0.0153846
1/24/2018,0.0114329
1/25/2018,-0.0124341
1/26/2018,0.0156429
1/29/2018,0.0138993
1/30/2018,0.0100037
1/31/2018,-0.002201
2/1/2018,0.0194853
2/2/2018,0.0292102
2/5/2018,-0.0210231
2/6/2018,-0.0093057
2/7/2018,0.0274566
2/8/2018,0.0024613
2/9/2018,-0.0077166
2/12/2018,0.0098975
2/13/2018,-0.0059503
2/14/2018,0.0257042
2/15/2018,-0.0075524
2/16/2018,-0.0048426
2/20/2018,0.0055613
2/21/2018,0.0172831
2/22/2018,-0.0088345
2/23/2018,-0.0157696
2/26/2018,-0.0041797
2/27/2018,0.0171389
2/28/2018,-0.0137552
3/1/2018,-0.0223152
3/2/2018,0.0189016
3/5/2018,0.0084004
3/6/2018,-0.0013884
3/7/2018,0.0020855
3/8/2018,-0.0058966
3/9/2018,0.0097697
3/12/2018,-0.008293
3/13/2018,-0.0076655
3/14/2018,-0.0108848
3/15/2018,0.0031949
3/16/2018,0.0077849
3/19/2018,-0.0010534
3/20/2018,0.0119508
3/21/2018,0.0097256
3/22/2018,-0.0257998
3/23/2018,-0.0007062
3/26/2018,0.0045936
3/27/2018,-0.0200492
3/28/2018,-0.0039483
3/29/2018,-0.0122523
4/2/2018,-0.0032835
4/3/2018,0.0190337
4/4/2018,0.0014368
4/5/2018,0.0157819
4/6/2018,-0.0201271
4/9/2018,0.003964
4/10/2018,0.0039483
4/11/2018,-0.0025027
4/12/2018,0.0157706
4/13/2018,-0.0017643
4/16/2018,0.0010604
4/17/2018,-0.0063559
4/18/2018,0.0188344
4/19/2018,0.0163934
4/20/2018,0.0126973
4/23/2018,0.0074551
4/24/2018,0.0033636
4/25/2018,0.0137446
4/26/2018,-0.0112434
4/27/2018,-0.0110368
4/30/2018,-0.0071018
5/1/2018,0.013624
5/2/2018,-0.0040323
5/3/2018,-0.0060729
5/4/2018,-0.0006789
5/7/2018,0.002038
5/8/2018,0.0064407
5/9/2018,0.0117885
5/10/2018,-0.0109854
5/11/2018,0
5/14/2018,0.0080781
5/15/2018,0.0283806
5/16/2018,0.0048701
5/17/2018,0.0045234
5/18/2018,-0.0135092
5/21/2018,-0.0006521
5/22/2018,0
5/23/2018,-0.0202284
5/24/2018,-0.007326
5/25/2018,-0.0167729
5/29/2018,-0.0556124
5/30/2018,0.0267341
5/31/2018,-0.0070373
6/1/2018,0.0258682
6/4/2018,0.0145078
6/5/2018,-0.0061287
6/6/2018,0.0191847
6/7/2018,-0.0141176
6/8/2018,0.0013638
6/11/2018,0.0068097
6/12/2018,0
6/13/2018,0.0067636
6/14/2018,-0.0104132
6/15/2018,-0.0074678
6/18/2018,0.000684
6/19/2018,-0.0112782
6/20/2018,0.0120982
6/21/2018,-0.0105874
6/22/2018,0.0010356
6/25/2018,-0.0086207
6/26/2018,0.0017391
6/27/2018,-0.0184028
6/28/2018,0.0070746
6/29/2018,0.0007025
7/2/2018,0.005967
7/3/2018,-0.0097697
7/5/2018,0.0007047
7/6/2018,-0.003169
7/9/2018,0.0102437
7/10/2018,0.0045455
7/11/2018,-0.0107901
7/12/2018,0.0038705
7/13/2018,-0.0077112
7/16/2018,0.0095373
7/17/2018,0.0020994
7/18/2018,0.0038408
7/19/2018,-0.0097391
7/20/2018,0.0168599
7/23/2018,0.0241796
7/24/2018,-0.0053963
7/25/2018,-0.0044083
7/26/2018,0.0132834
7/27/2018,-0.005042
7/30/2018,0.0050676
7/31/2018,-0.0036975
8/1/2018,0.0131579
8/2/2018,-0.005661
8/3/2018,-0.0110516
8/6/2018,-0.0050796
8/7/2018,0.0119129
8/8/2018,-0.0006727
8/9/2018,-0.0121171
8/10/2018,-0.0265758
8/13/2018,0.0070004
8/14/2018,0.0062565
8/15/2018,-0.0148532
8/16/2018,0.006662
8/17/2018,0.0006966
8/20/2018,-0.0174034
8/21/2018,0.0074389
8/22/2018,-0.007384
8/23/2018,-0.0007085
8/24/2018,0.0017724
8/27/2018,0.0077849
8/28/2018,0.0126404
8/29/2018,0
8/30/2018,-0.0083218
8/31/2018,-0.0024476
9/4/2018,0.0171749
9/5/2018,0
9/6/2018,-0.0079256
9/7/2018,0.0218826
9/10/2018,-0.0016995
9/11/2018,0.0136193
9/12/2018,-0.0047027
9/13/2018,0
9/14/2018,0.0104624
9/17/2018,0.002338
9/18/2018,0.0156614
9/19/2018,0.0114829
9/20/2018,-0.0016218
9/21/2018,-0.0032489
9/24/2018,0.0032595
9/25/2018,0.0077973
9/26/2018,-0.0132173
9/27/2018,-0.0016335
9/28/2018,0
10/1/2018,0.0078534
10/2/2018,-0.0077922
10/3/2018,0.0343586
10/4/2018,0.0113888
10/5/2018,0.0087582
10/8/2018,0.0024806
10/9/2018,-0.0077328
10/10/2018,0.0052993
10/11/2018,-0.0285271
10/12/2018,0.0025535
10/15/2018,0.0070041
10/16/2018,-0.0022131
10/17/2018,0.0072877
10/18/2018,-0.0012583
10/19/2018,0.0072441
10/22/2018,-0.0006254
10/23/2018,-0.0093867
10/24/2018,-0.013266
10/25/2018,0.0038412
10/26/2018,-0.0188138
10/29/2018,0.0032499
10/30/2018,0.0074506
10/31/2018,0.0157556
11/1/2018,-0.0047483
11/2/2018,0.0222646
11/5/2018,-0.0040448
11/6/2018,0.0040612
11/7/2018,-0.0003111
11/8/2018,0.0065359
11/9/2018,-0.0139147
11/12/2018,-0.0009407
11/13/2018,-0.0128688
11/14/2018,-0.0079491
11/15/2018,-0.000641
11/16/2018,-0.0141116
11/19/2018,-0.0055303
11/20/2018,-0.0029441
11/21/2018,0.0042651
11/23/2018,-0.0022868
11/26/2018,0.0058939
11/27/2018,-0.0055339
11/28/2018,-0.0036007
11/29/2018,-0.0029566
11/30/2018,-0.0072488
12/3/2018,-0.0069698
12/4/2018,-0.0227273
12/6/2018,-0.0164159
12/7/2018,-0.0090403
12/10/2018,0.0021053
12/11/2018,0.0080532
12/12/2018,0.0093783
12/13/2018,0.0017206
12/14/2018,-0.0068705
12/17/2018,-0.0117606
12/18/2018,-0.0112006
12/19/2018,-0.0166372
12/20/2018,0.0039597
12/21/2018,0.0010757
12/24/2018,-0.0154011
12/26/2018,0.0174609
12/27/2018,-0.0193064
12/28/2018,-0.002552
12/31/2018,-0.0182749
1/2/2019,-0.0093075
1/3/2019,-0.0402104
1/4/2019,0.041112
1/7/2019,0.0086499
1/8/2019,0.0126771
1/9/2019,0.0044183
1/10/2019,0.0010997
1/11/2019,-0.010985
1/14/2019,0.0033321
1/15/2019,0.000369
1/16/2019,0.0073774
1/17/2019,0.006591
1/18/2019,0.0127319
1/22/2019,-0.0193966
1/23/2019,0.0091575
1/24/2019,-0.015608
1/25/2019,0.015118
1/28/2019,-0.0032692
1/29/2019,-0.0116618
1/30/2019,-0.0062684
1/31/2019,-0.0222635
2/1/2019,0.0212524
2/4/2019,0.0122631
2/5/2019,-0.0080764
2/6/2019,0
2/7/2019,-0.0185048
2/8/2019,-0.0075415
2/11/2019,0.0110182
2/12/2019,0.0086434
2/13/2019,0.0089419
2/14/2019,-0.0188331
2/15/2019,0.0033873
2/19/2019,-0.0071268
2/20/2019,0.0026445
2/21/2019,0.0128109
2/22/2019,-0.0122768
2/25/2019,0.0067797
2/26/2019,-0.0138421
2/27/2019,0.0216237
2/28/2019,0.006684
3/1/2019,0.0162302
3/4/2019,-0.0119782
3/5/2019,0
3/6/2019,-0.0110213
3/7/2019,-0.0208024
3/8/2019,-0.004173
3/11/2019,0.0068571
3/12/2019,-0.0143776
3/13/2019,0.0023033
3/14/2019,0.0072769
3/15/2019,-0.0140684
3/18/2019,0.0034709
3/19/2019,0.0046118
3/20/2019,-0.0302219
3/21/2019,0.000789
3/22/2019,-0.0323216
3/25/2019,-0.0142566
3/26/2019,-0.0024793
3/27/2019,-0.01657
3/28/2019,0.0063184
3/29/2019,0.0104646
4/1/2019,0.0343828
4/2/2019,-0.0064077
4/3/2019,0.0145103
4/4/2019,-0.0019865
4/5/2019,-0.004379
4/8/2019,0.0071971
4/9/2019,-0.0079397
4/10/2019,-0.0088035
4/11/2019,0.0109003
4/12/2019,0.0223642
4/15/2019,-0.0027344
4/16/2019,0.0152761
4/17/2019,0
4/18/2019,-0.0123457
4/22/2019,0.0117187
4/23/2019,-0.007722
4/24/2019,-0.018677
4/25/2019,0.0047581
4/26/2019,-0.0114444
4/29/2019,0.0123752
4/30/2019,-0.0106467
5/1/2019,0.0007971
5/2/2019,0.0163282
5/3/2019,-0.0082288
5/6/2019,-0.0122481
5/7/2019,-0.0208
5/8/2019,0.0138889
5/9/2019,-0.0100725
5/10/2019,-0.000814
5/13/2019,-0.0203666
5/14/2019,0.0058212
5/15/2019,-0.0165358
5/16/2019,0.010929
5/17/2019,-0.0049896
5/20/2019,0.0096114
5/21/2019,0.0041391
5/22/2019,-0.0136026
5/23/2019,-0.0405349
5/24/2019,0.0121951
5/28/2019,-0.0240964
5/29/2019,-0.0141093
5/30/2019,-0.004025
5/31/2019,-0.0381679
6/3/2019,-0.0284781
6/4/2019,0.0182605
6/5/2019,0.0018877
6/6/2019,0.000471
6/7/2019,-0.0188324
6/10/2019,0.0283109
6/11/2019,-0.0013999
6/12/2019,-0.0060748
6/13/2019,-0.0169252
6/14/2019,0.0009565
6/17/2019,-0.0033445
6/18/2019,-0.012464
6/19/2019,-0.0150485
6/20/2019,-0.0137999
6/21/2019,0.0334833
6/24/2019,-0.0227273
6/25/2019,-0.0133597
6/26/2019,0.0275827
6/27/2019,-0.0214739
6/28/2019,-0.0024938
7/1/2019,0.017
7/2/2019,-0.0285152
7/3/2019,-0.0116397
7/5/2019,0.0486431
7/8/2019,-0.0068359
7/9/2019,0.0098328
7/10/2019,0.003408
7/11/2019,0.0286269
7/12/2019,-0.0066038
7/15/2019,-0.0066477
7/16/2019,0.0143403
7/17/2019,-0.0287465
7/18/2019,-0.0111596
7/19/2019,0.0049068
7/22/2019,-0.0024414
7/23/2019,0.0151738
7/24/2019,-0.0115718
7/25/2019,0.0117073
7/26/2019,0.0033751
7/29/2019,-0.012494
7/30/2019,0.0029197
7/31/2019,-0.0194081
8/1/2019,-0.0628402
8/2/2019,-0.0205913
8/5/2019,-0.06469
8/6/2019,0.0023055
8/7/2019,-0.0316274
8/8/2019,0.0190024
8/9/2019,0.0104895
8/12/2019,-0.0547866
8/13/2019,0.0250153
8/14/2019,-0.0589286
8/15/2019,-0.0328906
8/16/2019,0.0065402
8/19/2019,0.0383366
8/20/2019,-0.0231539
8/21/2019,0.0102498
8/22/2019,0.0209258
8/23/2019,-0.0509317
8/26/2019,0.0111257
8/27/2019,-0.0355987
8/28/2019,-0.0161074
8/29/2019,0.0341064
8/30/2019,-0.0065963
9/3/2019,-0.0265604
9/4/2019,-0.0047749
9/5/2019,0.0726525
9/6/2019,-0.0095847
9/9/2019,0.0464516
9/10/2019,0.0493218
9/11/2019,0.0182139
9/12/2019,0.033468
9/13/2019,0.0625349
9/16/2019,-0.0325801
9/17/2019,-0.0157523
9/18/2019,-0.0143488
9/19/2019,-0.0067189
9/20/2019,-0.0107103
9/23/2019,-0.0267806
9/24/2019,-0.04274
9/25/2019,0.0593272
9/26/2019,-0.0271363
9/27/2019,-0.0059347
9/30/2019,0
10/1/2019,-0.0185075
10/2/2019,-0.0291971
10/3/2019,-0.037594
10/4/2019,-0.0136719
10/7/2019,0.0250825
10/8/2019,-0.0103026
10/9/2019,0.0338321
10/10/2019,0.0434235
10/11/2019,0.0566948
10/14/2019,-0.0108447
10/15/2019,0.0219273
10/16/2019,-0.012987
10/17/2019,0.0051487
10/18/2019,-0.0056915
10/21/2019,0.0257584
10/22/2019,-0.0133929
10/23/2019,-0.0050905
10/24/2019,0.0039795
10/25/2019,0.0198188
10/28/2019,0.0288728
10/29/2019,-0.009714
10/30/2019,-0.0201635
11/1/2019,-0.0389321
11/4/2019,0.0335648
11/5/2019,0.0447928
11/6/2019,-0.0278671
11/7/2019,0.061742
11/8/2019,0.0036345
11/11/2019,0.0051733
11/12/2019,-0.0174987
11/13/2019,-0.0204295
11/14/2019,-0.0294118
11/15/2019,0.0104683
11/18/2019,-0.0141767
11/19/2019,-0.0121681
11/20/2019,-0.0268757
11/21/2019,0.0195627
11/22/2019,0.0011287
11/25/2019,-0.005637
11/26/2019,-0.0136054
11/29/2019,0.0206897
12/2/2019,0.0337838
12/3/2019,-0.0691721
12/4/2019,0.0421299
12/5/2019,0.0089837
12/6/2019,0.0250417
12/9/2019,-0.0070575
12/10/2019,0.002187
12/11/2019,-0.0234588
12/12/2019,0.0597765
12/13/2019,-0.0411176
12/16/2019,0.0401319
12/17/2019,-0.0015856
12/18/2019,0.0185283
12/19/2019,-0.008316
12/20/2019,0.004717
12/23/2019,0.0093897
12/26/2019,-0.0155039
12/27/2019,-0.016273
12/30/2019,0.011206
1/2/2020,-0.0068602
1/3/2020,-0.0499469
1/6/2020,0.0128635
1/7/2020,0.0088349
1/8/2020,0.0257252
1/9/2020,-0.0085379
1/10/2020,-0.017761
1/13/2020,0.0126027
1/14/2020,-0.0162338
1/15/2020,-0.0165017
1/16/2020,0.011745
1/17/2020,0.0149254
1/21/2020,-0.0364924
1/22/2020,0
1/23/2020,-0.0163934
1/24/2020,-0.033908
1/27/2020,-0.0452112
1/28/2020,0.0224299
1/29/2020,-0.0286411
1/30/2020,-0.0225847
1/31/2020,-0.0243902
2/3/2020,0
2/4/2020,0.0546053
2/5/2020,0.0286962
2/6/2020,-0.0030321
2/7/2020,-0.040146
2/10/2020,-0.0196451
2/11/2020,0.0277957
2/12/2020,0.0251572
2/13/2020,-0.0079755
2/14/2020,-0.0179344
2/18/2020,-0.0201511
2/19/2020,0.0089974
2/20/2020,-0.0286624
2/21/2020,-0.0354098
2/24/2020,-0.0639021
2/25/2020,-0.0341322
2/26/2020,-0.0150376
2/27/2020,-0.0083969
2/28/2020,-0.1324095
3/2/2020,-0.0346051
3/3/2020,-0.0716912
3/4/2020,-0.0178218
3/5/2020,-0.0665323
3/6/2020,-0.237581
3/9/2020,-0.2932011
3/10/2020,0.498998
3/11/2020,0.0962567
3/12/2020,0.0353659
3/13/2020,0.1201413
3/16/2020,-0.23449
3/17/2020,0.3695055
3/18/2020,0.2698094
3/19/2020,-0.1161137
3/20/2020,-0.1617516
3/23/2020,-0.1855011
3/24/2020,0.0680628
3/25/2020,0.0514706
3/26/2020,-0.0547786
3/27/2020,-0.0764488
3/30/2020,-0.105474
3/31/2020,0.041791
4/1/2020,-0.0902579
4/2/2020,-0.0125984
4/3/2020,-0.0637959
4/6/2020,0.1516184
4/7/2020,0.0887574
4/8/2020,0.0380435
4/9/2020,-0.0458115
4/13/2020,0.0274348
4/14/2020,0.0040053
4/15/2020,-0.1515957
4/16/2020,-0.0454545
4/17/2020,0.0738916
4/20/2020,-0.0428135
4/21/2020,-0.0878594
4/22/2020,0.084063
4/23/2020,-0.0096931
4/24/2020,-0.0277325
4/27/2020,0.1006711
4/28/2020,-0.070122
4/29/2020,0.0278689
4/30/2020,-0.0079745
5/1/2020,0.0321543
5/4/2020,-0.0077882
5/5/2020,0.0313972
5/6/2020,0.0821918
5/7/2020,-0.1125176
5/8/2020,0.0808241
5/11/2020,0.0645161
5/12/2020,-0.0661157
5/13/2020,-0.0427729
5/14/2020,-0.046225
5/15/2020,0.0339257
5/18/2020,0.1625
5/19/2020,-0.0443548
5/20/2020,-0.0436006
5/21/2020,-0.0044118
5/22/2020,-0.0295421
5/26/2020,0.0624049
5/27/2020,-0.025788
5/28/2020,0.0367647
5/29/2020,-0.0808511
6/1/2020,0.0216049
6/2/2020,0.0271903
6/3/2020,0.1191176
6/4/2020,0.0775296
6/5/2020,0.102439
6/8/2020,-0.0221239
6/9/2020,-0.0622172
6/10/2020,-0.0977081
6/11/2020,-0.1270053
6/12/2020,0.0704441
6/15/2020,0.0042918
6/16/2020,0.0769231
6/17/2020,-0.0304233
6/18/2020,-0.053206
6/19/2020,0.0043228
6/22/2020,0.010043
6/23/2020,0.0071023
6/24/2020,-0.0352609
6/25/2020,-0.0146199
6/26/2020,-0.0563798
6/29/2020,0
6/30/2020,0.0267296
7/1/2020,0.0444104
7/2/2020,-0.0190616
7/6/2020,0.0224215
7/7/2020,-0.0497076
7/8/2020,0.0046154
7/9/2020,-0.0735069
7/10/2020,0.046281
7/13/2020,0.0110585
7/14/2020,-0.0390625
7/15/2020,0.0243902
7/16/2020,-0.0285714
7/17/2020,0.0261438
7/20/2020,-0.0127389
7/21/2020,-0.0209677
7/22/2020,-0.0197694
7/23/2020,-0.0218487
7/24/2020,0.0120275
7/27/2020,0.0339559
7/28/2020,-0.045977
7/29/2020,-0.0034423
7/30/2020,-0.0656304
7/31/2020,-0.0092421
8/3/2020,0.0503731
8/4/2020,-0.0852575
8/5/2020,0.0543689
8/6/2020,-0.0128913
8/7/2020,0.0485075
8/10/2020,0.0213523
8/11/2020,0.1463415
8/12/2020,0.0182371
8/13/2020,0.0686567
8/14/2020,-0.0097765
8/17/2020,-0.0366714
8/18/2020,-0.0204978
8/19/2020,0.0089686
8/20/2020,-0.0459259
8/21/2020,-0.0062112
8/24/2020,0.009375
8/25/2020,0.0557276
8/26/2020,0.0073314
8/27/2020,0.0858806
8/28/2020,-0.0227882
8/31/2020,-0.0493827
9/1/2020,-0.030303
9/2/2020,-0.03125
9/3/2020,-0.0445469
9/4/2020,0.159164
9/8/2020,-0.0513176
9/9/2020,0.0277778
9/10/2020,-0.0256046
9/11/2020,-0.0233577
9/14/2020,0.0029895
9/15/2020,0.0119225
9/16/2020,0.011782
9/17/2020,-0.0043668
9/18/2020,0.0146199
9/21/2020,-0.0331412
9/22/2020,-0.0104322
9/23/2020,0.0180723
9/24/2020,-0.0147929
9/25/2020,-0.0105105
9/28/2020,0.0060698
9/29/2020,-0.0271493
9/30/2020,0.0496124
10/1/2020,0
10/2/2020,0.028065
10/5/2020,0.0948276
10/6/2020,-0.0262467
10/7/2020,0.0579515
10/8/2020,-0.0254777
10/9/2020,0.0130719
10/12/2020,0.0025806
10/13/2020,-0.0643501
10/14/2020,-0.0068776
10/15/2020,0.0124654
10/16/2020,0.0177839
10/19/2020,0.0228495
10/20/2020,0.0473062
10/21/2020,0.0238394
10/22/2020,0.0392157
10/23/2020,-0.0082547
10/26/2020,-0.0475624
10/27/2020,-0.0287141
10/28/2020,0.003856
10/29/2020,0.0691421
10/30/2020,0.0299401
11/2/2020,-0.0127907
11/3/2020,0.0388693
11/4/2020,-0.1292517
11/5/2020,0.0104167
11/6/2020,0.056701
11/9/2020,0.1682927
11/10/2020,0.0146138
11/11/2020,-0.0144033
11/12/2020,-0.0762004
11/13/2020,0.0090395
11/16/2020,0.0145577
11/17/2020,-0.0375276
11/18/2020,0.0114679
11/19/2020,-0.031746
11/20/2020,-0.029274
11/23/2020,0.0337756
11/24/2020,0.0291715
11/25/2020,-0.0045351
11/27/2020,-0.0410023
11/30/2020,0.0023753
12/1/2020,0.1066351
12/2/2020,0.0149893
12/3/2020,-0.0295359
12/4/2020,0.0532609
12/7/2020,-0.0423117
12/8/2020,-0.0161638
12/9/2020,0.0306681
12/10/2020,-0.0350691
12/11/2020,-0.0165198
12/14/2020,-0.0011198
12/15/2020,0.0347534
12/16/2020,-0.0032503
12/17/2020,0.0108696
12/18/2020,0.0193548
12/21/2020,-0.007384
12/22/2020,-0.0244421
12/23/2020,0.040305
12/28/2020,-0.0230366
12/29/2020,0.0021436
